일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
7/1/2023,제천(221),X,31.9,31.2,25.3,20.8,83.3,O,관심,X,매우높음
7/1/2023,보은(226),X,31.9,31.6,25.7,22,83.4,O,관심,X,매우높음
7/1/2023,천안(232),X,32.7,32.2,26.4,22.5,84.9,O,관심,X,매우높음
7/1/2023,보령(235),X,32,30.8,24.8,22.3,89.9,X,관심,X,높음
7/1/2023,부여(236),O,33,32.6,26.4,22.6,84.5,O,관심,X,높음
7/1/2023,금산(238),X,32.4,32.4,26.7,22.9,80.1,O,관심,X,높음
7/1/2023,세종(239),X,32.9,32.7,26.8,22.7,80.5,O,관심,X,높음
7/1/2023,부안(243),X,31,29.2,25,23.1,89.8,O,관심,X,매우높음
7/1/2023,임실(244),X,31.9,30.9,25.5,21.8,84.8,O,관심,X,보통
7/1/2023,정읍(245),X,31.9,30.4,25.3,22.8,85.4,O,관심,X,매우높음
7/1/2023,남원(247),X,32.4,31.8,26.3,22.3,82.3,O,관심,X,보통
7/1/2023,장수(248),X,31.2,30.5,25.1,21,83.3,X,관심,X,보통
7/1/2023,영광군(252),X,31.5,30.2,24.4,22.1,88.4,O,관심,X,높음
7/1/2023,김해시(253),X,30.6,28.6,23.9,21.4,90.8,O,관심,X,보통
7/1/2023,순창군(254),X,32.8,31.8,25.7,22.6,86.9,O,관심,X,보통
7/1/2023,양산시(257),X,31.6,30.6,25.4,22.3,82.4,O,관심,X,보통
7/1/2023,강진군(259),X,31.2,30,25,22.5,85,X, ,X,매우높음
7/1/2023,장흥(260),X,30.7,29.1,24.6,22.5,90.9,X, ,X,매우높음
7/1/2023,해남(261),X,31.5,30.1,24.3,22.1,92.1,X,관심,X,높음
7/1/2023,고흥(262),X,27.8,25.8,22.8,21.1,92.9,X, ,X,높음
7/1/2023,의령군(263),X,32.3,31.4,25.6,23.1,84.9,O,관심,X,높음
7/1/2023,함양군(264),O,33.2,31.5,25.9,22,91.9,O,관심,X,보통
7/1/2023,진도군ASOS(268),X,30,28.4,24.1,21.7,88.1,X, ,X,높음
7/1/2023,봉화(271),X,29.8,29.1,23.8,19.5,82.9,O,관심,X,매우높음
7/1/2023,영주(272),X,30.9,30.1,24.7,21,86.9,O,관심,X,매우높음
7/1/2023,문경(273),X,32,31.1,25.8,22.4,84.9,O,관심,X,높음
7/1/2023,청송군(276),X,31.8,32.1,24.8,20,77.4,O,관심,X,매우높음
7/1/2023,영덕(277),X,28.6,27.2,22.3,19.9,86.9,X, ,X,높음
7/1/2023,의성(278),X,31.5,31.6,25.5,21.2,81.4,O,관심,X,높음
7/1/2023,구미(279),X,31.5,32,26,22.6,76,O,관심,X,매우높음
7/1/2023,영천(281),X,29.9,29.6,24.2,20.2,82.6,O,관심,X,높음
7/1/2023,경주시(283),X,31.6,31.5,24.8,21.1,79.1,X,관심,X,보통
7/1/2023,거창(284),X,31.2,30.1,25.5,22.4,86,X,관심,X,높음
7/1/2023,합천(285),X,31.3,30.2,25.4,22.8,84.4,O,관심,X,높음
7/1/2023,밀양(288),X,30.9,30.8,25.7,23.2,73.6,O,관심,X,높음
7/1/2023,산청(289),X,30.8,29.1,25.3,22.8,89.9,X,관심,X,높음
7/1/2023,거제(294),X,29,27.8,23.2,20.8,86.8,X, ,X,보통
7/1/2023,남해(295),X,29.5,27.7,23.5,21.6,93.1,X, ,X,높음
7/1/2023,부천(433),X,31,31,25.3,20.8,72,O,주의,X,매우높음
7/1/2023,안양(434),X,27.8,32,27,23,,O,관심,X,높음
7/1/2023,광명(437),O,33,32.8,28,23.4,71,O,관심,X,매우높음
7/1/2023,군포(438),X,32.8,32.5,27.1,22.3,73,O,관심,X,매우높음
7/1/2023,김포(441),X,,31.8,26.2,21.4,,O,주의,X,매우높음
7/1/2023,하남(444),O,33.2,34,27.1,21.6,72,O,주의,X,높음
7/1/2023,의왕(445),X,32,31.2,25.7,20.4,80,O,관심,X,매우높음
7/1/2023,포천(504),O,34.4,34.3,27.6,22.4,75,O,주의,X,매우높음
7/1/2023,가평조종(505),O,33.5,33.2,27.2,21.7,79,O,주의,X,매우높음
7/1/2023,안성(516),X,32.8,32.3,26.4,21.6,84,O,주의,X,매우높음
7/1/2023,간성(517),X,28.3,26.3,22.6,18.9,86,X,관심,X,낮음
7/1/2023,평창(526),X,32.5,33,25.8,20.8,74,O,관심,X,낮음
7/1/2023,의정부(532),O,34.3,33.1,27.1,22.3,88,O,주의,X,매우높음
7/1/2023,횡성(536),O,33.1,33.7,27.7,23.6,74,O,주의,X,낮음
7/1/2023,고양(540),X,,,,,,O,주의,X,매우높음
7/1/2023,남양주(541),O,34.1,34.3,27.8,23,78,O,주의,X,높음
7/1/2023,안산(545),X,32.1,30.7,24.8,19.1,85,O,관심,X,높음
7/1/2023,경기광주(546),X,32.3,32.8,26.5,21.6,73,O,주의,X,매우높음
7/1/2023,여주(548),O,33,32.6,26.9,22.8,80,O,주의,X,매우높음
7/1/2023,용인(549),X,31.7,31.6,26,21.2,78,O,주의,X,매우높음
7/1/2023,오산(550),O,33.7,32,26.2,20.9,83,O,관심,X,매우높음
7/1/2023,평택(551),O,33.4,32.7,27.3,22.1,82,O,관심,X,매우높음
7/1/2023,화천(555),O,34.1,33,26,21.4,88,O,주의,X,낮음
7/1/2023,양구(556),X,32.9,33.5,26,20.8,76,O,주의,X,낮음
7/1/2023,시흥(565),X,32.6,31.8,25.8,21.1,82,O,관심,X,매우높음
7/1/2023,구리(569),O,33.6,33.9,27.6,22.2,71,O,주의,X,매우높음
7/1/2023,화성(571),X,,,,,83,O,관심,X,매우높음
7/1/2023,성남(572),X,32.4,33.4,27.3,22,67,O,주의,X,매우높음
7/1/2023,과천(590),O,33.6,32.9,26.6,21.2,82,O,관심,X,높음
7/1/2023,양주(598),O,33.5,33,26.6,21.4,81,O,주의,X,매우높음
7/1/2023,단양(601),X,32.8,33.2,26.1,21.6,77,O,관심,X,매우높음
7/1/2023,진천(602),O,33.4,33.7,27.7,23.2,74,O,관심,X,매우높음
7/1/2023,괴산(603),X,32.4,33,26.7,22.6,80,O,관심,X,매우높음
7/1/2023,옥천(604),O,33,33.5,27.6,23.6,77,O,관심,X,매우높음
7/1/2023,홍북(608),O,33,32.6,25.2,21.3,84,O,관심,X,매우높음
7/1/2023,공주(612),X,32.6,33.1,26.8,22,80,O,관심,X,높음
7/1/2023,서천(614),X,30.4,28.2,24.8,22.6,91,X,관심,X,매우높음
7/1/2023,논산(615),O,33.6,33.7,27.3,23,82,O,관심,X,매우높음
7/1/2023,당진(616),O,33,31.9,25.6,20.8,87,X,관심,X,매우높음
7/1/2023,청양(618),O,33.4,32.6,25.6,22,86,O,관심,X,매우높음
7/1/2023,음성(619),X,32.1,32.2,26,21.7,80,O,관심,X,매우높음
7/1/2023,증평(623),X,32.7,32.4,27.1,22.9,82,O,관심,X,매우높음
7/1/2023,태안(627),O,33.7,31.7,24.7,20.3,91,X,관심,X,매우높음
7/1/2023,예산(628),O,33.1,32,26.4,21.8,84,O,관심,X,매우높음
7/1/2023,아산(634),X,32.7,31.8,26,21.6,82,O,관심,X,매우높음
7/1/2023,계룡(636),X,32.4,32.1,25.7,21.2,86,O,관심,X,매우높음
7/1/2023,연천청산(652),X,32.6,32.6,26.4,22.7,81,O,주의,X,매우높음
7/1/2023,양양(670),X,30.8,31.2,24.6,18.9,77,X,관심,X,낮음
7/1/2023,무안(699),X,31.3,30.2,24.8,22.1,87,O,관심,X,매우높음
7/1/2023,무주(701),X,32.1,32.4,26.1,22.1,80,O,관심,X,보통
7/1/2023,익산(702),X,32,30.7,26.4,23.1,83,O,관심,X,매우높음
7/1/2023,진안(703),X,32,31.3,25.2,21,83,O,관심,X,높음
7/1/2023,담양(706),X,,,,,,O,관심,X,낮음
7/1/2023,구례(709),X,32,30.1,25.8,22.6,88,O,관심,X,높음
7/1/2023,나주(710),X,32.2,30.7,25.2,22.6,89,O,관심,X,매우높음
7/1/2023,순천시(712),X,28.8,26.3,24.2,21.8,94,O,관심,X,높음
7/1/2023,광양읍(713),X,28.9,26.3,23.8,21.6,96,O, ,X,높음
7/1/2023,장성(730),X,31.7,30.6,25.2,22.3,88,O,관심,X,매우높음
7/1/2023,영암(731),X,32.4,30.9,25.1,22.5,90,O,관심,X,매우높음
7/1/2023,보성(732),X,29,26.9,23.4,22.1,93,X, ,X,매우높음
7/1/2023,완주(734),O,33.2,31.9,26.4,21.6,85,O,관심,X,매우높음
7/1/2023,김제(737),X,32.6,30.8,25.5,23.4,92,O,관심,X,매우높음
7/1/2023,화순(741),X,32.4,31.4,25.2,22.4,86,O,관심,X,보통
7/1/2023,함평(754),X,31.8,30.8,25.3,22.6,85,O,관심,X,매우높음
7/1/2023,곡성(768),X,32.8,31.9,25.7,22.1,87,O,관심,X,매우높음
7/1/2023,압해도(789),X,30.9,28.8,24.2,21.7,93,X,관심,X,매우높음
7/1/2023,영양(801),X,31.5,31.1,24,19.3,85,O,관심,X,높음
7/1/2023,성주(810),X,32.3,33.2,26.7,22.4,75,O,관심,X,높음
7/1/2023,고령(812),X,32,31.2,25.8,22.3,87,O,관심,X,높음
7/1/2023,청도(813),X,31.7,31.6,25.4,21.8,79,O,관심,X,높음
7/1/2023,예천(815),X,31.8,31.9,25.7,21.8,81,O,관심,X,매우높음
7/1/2023,김천(822),X,32.8,32.3,26,21.3,83,O,관심,X,매우높음
7/1/2023,군위(823),X,31.9,32,25.6,21.6,83,O,관심,X,매우높음
7/1/2023,칠곡(825),X,32.1,32.4,26.7,23,83,O,관심,X,높음
7/1/2023,경산(827),X,31.4,31.3,25.8,21.3,77,O,관심,X,보통
7/1/2023,삼척(876),X,29.1,28.7,23.9,19.3,80,X, ,X,낮음
7/1/2023,속초(90),X,28.5,27.7,23.2,19.9,84.4,X,관심,X,낮음
7/1/2023,삼천포(907),X,29.7,27.6,23.2,21.2,93,X, ,X,보통
7/1/2023,고성(918),X,29.8,27.9,23.6,20.8,89,X, ,X,보통
7/1/2023,창녕(919),X,32.2,31,26,23.4,86,O,관심,X,높음
7/1/2023,함안(920),X,30.8,29.7,24.6,21.9,88,O,관심,X,높음
7/1/2023,북춘천(93),O,33.7,33.8,27.6,23.2,77.8,O,주의,X,낮음
7/1/2023,하동(932),X,30.1,28.5,24.2,21.9,91,O,관심,X,높음
7/1/2023,철원(95),X,32.9,32.2,26.9,22.2,80.6,O,주의,X,낮음
7/1/2023,동두천(98),O,33.4,32.4,26.6,22,83.6,O,주의,X,매우높음
7/1/2023,파주(99),O,33.2,31.5,25.4,20.8,89.1,O,주의,X,매우높음
7/2/2023,북강릉(104),X,31.4,32.3,25.4,21.6,75,X,관심,X,낮음
7/2/2023,동해(106),X,32.1,31.9,25.4,21.9,76.1,X,관심,X,낮음
7/2/2023,서울(108),X,31.7,30.6,26.7,23.5,79.5,O,주의,X,높음
7/2/2023,인천(112),X,30,28.2,24.4,21.7,86.3,O,주의,X,높음
7/2/2023,원주(114),X,30.8,30.7,26.7,23.5,73,O,주의,X,낮음
7/2/2023,울릉도(115),X,30.9,29.6,24.5,21.1,74.8,X, ,X,높음
7/2/2023,수원(119),X,31.7,30.5,25.3,21.2,82.9,O,주의,X,높음
7/2/2023,영월(121),X,31.2,30.7,25.1,21.1,83.8,O,주의,X,낮음
7/2/2023,충주(127),X,31.7,30.8,26.4,22.1,78.6,O,주의,X,높음
7/2/2023,서산(129),X,31.9,31.5,25.4,22.2,83.4,O,관심,X,높음
7/2/2023,울진(130),X,31.2,30.3,25.3,21,75.5,X, ,X,매우높음
7/2/2023,청주(131),X,31.8,32,28.5,25.1,68.9,O,주의,X,매우높음
7/2/2023,대전(133),X,31.9,31.3,27.5,23.3,73.5,O,주의,X,매우높음
7/2/2023,추풍령(135),X,31.2,30.3,26,21,79.8,O,주의,X,매우높음
7/2/2023,안동(136),O,33.1,32.5,26.3,21.3,78.6,O,주의,X,매우높음
7/2/2023,상주(137),O,33.4,32.7,27.8,23.3,79.1,O,주의,X,매우높음
7/2/2023,포항(138),X,32.4,32.3,26.6,23,73,O,관심,X,매우높음
7/2/2023,군산(140),X,32.3,31.5,26.1,22.8,82.4,X,관심,X,매우높음
7/2/2023,대구(143),O,33.2,33.5,28.1,23.9,69,O,주의,X,매우높음
7/2/2023,전주(146),O,33,32.9,27.3,23.6,75.8,O,주의,X,매우높음
7/2/2023,울산(152),X,32.2,32.2,25.9,19.8,76.9,O,주의,X,매우높음
7/2/2023,창원(155),X,32.7,31.6,25.5,21.1,80.4,O,주의,X,매우높음
7/2/2023,광주(156),O,33.4,31.5,26.8,22.5,91,O,주의,X,매우높음
7/2/2023,부산(159),X,29.7,28.5,24.7,21.7,79.3,O,관심,X,매우높음
7/2/2023,통영(162),X,29.5,27.7,23.7,21.9,88.5,X, ,X,매우높음
7/2/2023,목포(165),X,31.2,29.8,25.5,22,86.1,X,관심,X,높음
7/2/2023,여수(168),X,29.7,27.8,23.8,21.6,90,X, ,X,매우높음
7/2/2023,흑산도(169),X,27.6,25.4,21.9,19.7,94.4,X, ,X,높음
7/2/2023,완도(170),X,30.9,29.1,24,21.4,92.5,X, ,X,높음
7/2/2023,고창(172),X,,,,,,O,주의,X,매우높음
7/2/2023,제주(184),X,30.4,28.7,26,24.2,83.3,X,관심,X,높음
7/2/2023,진주(192),X,32.2,31,25.2,22.1,85.8,O,관심,X,매우높음
7/2/2023,양평(202),X,31.3,30.9,26.2,21.9,78.8,O,경고,X,높음
7/2/2023,이천(203),X,32.2,31.2,26.3,22.1,82.5,O,경고,X,높음
7/2/2023,인제(211),X,31.8,31.7,25.8,21.1,80.9,O,주의,X,낮음
7/2/2023,홍천(212),X,31.6,31.3,25.9,21.8,79.6,O,경고,X,낮음
7/2/2023,태백(216),X,30,31.2,23.5,18.1,74.8,X,관심,X,낮음
7/2/2023,정선군(217),O,33,33.1,25.9,20.6,79.1,O,주의,X,낮음
7/2/2023,제천(221),X,31,29.8,24.9,20.5,87.9,O,주의,X,높음
7/2/2023,보은(226),X,31.4,30.8,26,22,83.1,O,주의,X,매우높음
7/2/2023,천안(232),X,31.7,30.4,25.9,22.1,88,O,주의,X,높음
7/2/2023,보령(235),X,32.9,32.4,25.3,21.8,85.1,X,관심,X,매우높음
7/2/2023,부여(236),X,32.8,32.3,26.8,23,82.4,O,경고,X,매우높음
7/2/2023,금산(238),X,31.9,31.2,26.5,22.4,79.1,O,주의,X,매우높음
7/2/2023,세종(239),X,32.1,31.4,27,23.4,79,O,주의,X,매우높음
7/2/2023,부안(243),X,32.3,31.6,26.2,23.1,83.4,O,주의,X,매우높음
7/2/2023,임실(244),X,31.9,31.8,26.6,23,80.5,O,주의,X,매우높음
7/2/2023,정읍(245),O,33.3,32.5,26.5,23.1,80,O,주의,X,매우높음
7/2/2023,남원(247),X,32.7,33.3,27,22.7,77.6,O,주의,X,매우높음
7/2/2023,장수(248),X,31.1,31.4,25.3,20.3,80.6,X,관심,X,매우높음
7/2/2023,영광군(252),X,32,30.7,25.8,22.2,85.8,O,주의,X,매우높음
7/2/2023,김해시(253),O,33.3,31.9,25.6,20.6,86.1,O,주의,X,매우높음
7/2/2023,순창군(254),X,32.9,32.8,27.1,22.5,78.5,O,주의,X,매우높음
7/2/2023,양산시(257),O,33.9,33.2,26.3,21.8,83.5,O,주의,X,매우높음
7/2/2023,강진군(259),X,31.3,30.2,25.2,22.4,87.3,X, ,X,높음
7/2/2023,장흥(260),X,30.9,29.9,24.8,21.8,91.1,X, ,X,높음
7/2/2023,해남(261),X,31.2,29.5,24.9,20.8,89.9,X,관심,X,높음
7/2/2023,고흥(262),X,29.9,28.8,23.6,20.5,89.4,X, ,X,매우높음
7/2/2023,의령군(263),O,33.5,33,26.7,22.8,80.5,O,주의,X,매우높음
7/2/2023,함양군(264),O,34.8,34,26.8,22.3,88.4,O,주의,X,매우높음
7/2/2023,진도군ASOS(268),X,30.5,28.7,23.9,20.5,91.6,X, ,X,높음
7/2/2023,봉화(271),X,30.8,30.3,24.1,19.7,83.4,O,주의,X,매우높음
7/2/2023,영주(272),X,32.1,31.8,25.3,20.8,86.9,O,주의,X,매우높음
7/2/2023,문경(273),X,32.3,31.8,26.6,22.2,80,O,주의,X,매우높음
7/2/2023,청송군(276),X,32.9,32.9,25.3,20.1,75.8,O,주의,X,매우높음
7/2/2023,영덕(277),X,32.6,32.5,25.9,20.3,74.1,X, ,X,매우높음
7/2/2023,의성(278),O,33.2,33.2,26.6,20.6,82.5,O,경고,X,매우높음
7/2/2023,구미(279),O,33,33.2,27.4,22.4,73.5,O,주의,X,매우높음
7/2/2023,영천(281),X,32.8,32.7,26.5,20.8,77.3,O,주의,X,매우높음
7/2/2023,경주시(283),O,33.9,34.3,26.9,20.1,75.1,O,관심,X,매우높음
7/2/2023,거창(284),X,32.9,33.4,26.4,22.2,80.6,X,관심,X,매우높음
7/2/2023,합천(285),X,32.7,33.1,26.6,22.7,77.1,O,주의,X,매우높음
7/2/2023,밀양(288),O,33,33.7,27.2,23.3,71,O,주의,X,매우높음
7/2/2023,산청(289),O,33,32.6,26.2,22.1,83.4,O,관심,X,매우높음
7/2/2023,거제(294),X,30.6,29.3,24.6,20.9,85.5,X, ,X,매우높음
7/2/2023,남해(295),X,31.1,29.8,24.3,21.3,88.4,X, ,X,매우높음
7/2/2023,부천(433),X,29.2,28.5,24.4,21,78,O,주의,X,높음
7/2/2023,안양(434),X,28.6,30.8,26.5,22.9,,O,주의,X,높음
7/2/2023,광명(437),X,31.8,31.7,26.5,22.6,77,O,주의,X,높음
7/2/2023,군포(438),X,31.5,31.4,26.4,22.1,75,O,주의,X,높음
7/2/2023,김포(441),X,,29.3,25.1,21.7,,O,주의,X,높음
7/2/2023,하남(444),X,31.4,30.6,25.2,21,78,O,주의,X,높음
7/2/2023,의왕(445),X,31,30.3,24.7,20.9,85,O,주의,X,높음
7/2/2023,포천(504),X,32.1,31.6,26.2,21.8,81,O,주의,X,높음
7/2/2023,가평조종(505),X,31.8,31,25.7,21.2,84,O,주의,X,높음
7/2/2023,안성(516),X,31.8,30.6,25.9,21.7,87,O,주의,X,높음
7/2/2023,간성(517),X,31.4,32,25.2,21.4,75,X,관심,X,낮음
7/2/2023,평창(526),X,31.2,31.5,24.9,20.1,79,O,주의,X,낮음
7/2/2023,의정부(532),X,32.1,29.9,25.6,21.7,92,O,주의,X,높음
7/2/2023,횡성(536),X,31.7,31.6,26.2,22.2,79,O,주의,X,낮음
7/2/2023,고양(540),X,,,,,,O,주의,X,높음
7/2/2023,남양주(541),X,32.3,31.5,26.1,21.7,82,O,주의,X,높음
7/2/2023,안산(545),X,31.6,30.4,23.8,19.7,89,O,주의,X,높음
7/2/2023,경기광주(546),X,30.4,30.1,25.3,21.8,77,O,주의,X,보통
7/2/2023,여주(548),X,30.7,29.6,25.7,21.8,83,O,경고,X,높음
7/2/2023,용인(549),X,30.2,29.8,25,20.9,80,O,주의,X,보통
7/2/2023,오산(550),X,32.4,30.7,25.6,20.8,85,O,주의,X,높음
7/2/2023,평택(551),X,32.4,31.4,26.6,22.8,83,O,주의,X,높음
7/2/2023,화천(555),O,33,31.3,25.3,21.3,91,O,주의,X,낮음
7/2/2023,양구(556),X,31.9,32.2,25.7,21.2,80,O,주의,X,낮음
7/2/2023,시흥(565),X,31.5,30.4,25.1,21.1,86,O,주의,X,높음
7/2/2023,구리(569),X,31.3,30.6,26,21.7,78,O,주의,X,높음
7/2/2023,화성(571),X,,,,,86,O,주의,X,높음
7/2/2023,성남(572),X,30.6,30.9,26.1,21.9,70,O,주의,X,높음
7/2/2023,과천(590),X,31.8,30.7,25.6,21.3,84,O,주의,X,높음
7/2/2023,양주(598),X,31.7,30.6,25.6,21.4,85,O,주의,X,높음
7/2/2023,단양(601),X,32,31.6,25.9,20.9,82,O,주의,X,높음
7/2/2023,진천(602),X,32.3,32.4,27.2,22.6,76,O,주의,X,높음
7/2/2023,괴산(603),X,31.7,31.2,26.2,21.5,81,O,주의,X,높음
7/2/2023,옥천(604),X,32.3,31.8,27.4,23.6,79,O,주의,X,매우높음
7/2/2023,홍북(608),X,31.1,30.2,25.2,21.1,84,O,주의,X,높음
7/2/2023,공주(612),X,32.2,31.8,27,22.8,80,O,주의,X,매우높음
7/2/2023,서천(614),X,32.3,31.1,25.8,22.2,85,X,관심,X,매우높음
7/2/2023,논산(615),O,33.1,33.2,27.3,23.2,80,O,주의,X,매우높음
7/2/2023,당진(616),X,31.9,30.6,24.6,21.7,90,O,관심,X,높음
7/2/2023,청양(618),X,32.9,31.7,25.6,21.2,86,O,주의,X,높음
7/2/2023,음성(619),X,31,30.5,25.2,20.9,79,O,주의,X,높음
7/2/2023,증평(623),X,32.2,31.2,26.5,22.2,83,O,주의,X,높음
7/2/2023,태안(627),X,32.1,30.2,24.7,20.7,90,O,관심,X,매우높음
7/2/2023,예산(628),X,31.7,30.5,25.8,22.8,86,O,주의,X,높음
7/2/2023,아산(634),X,31.6,30.6,25.8,22.8,82,O,주의,X,높음
7/2/2023,계룡(636),X,31.4,30.5,25.8,22.6,85,O,주의,X,매우높음
7/2/2023,연천청산(652),X,31,30.4,25.8,22.2,81,O,주의,X,높음
7/2/2023,양양(670),X,32,32.5,26.3,21.9,69,X,관심,X,낮음
7/2/2023,무안(699),X,32.3,31.6,26,21.7,83,O,주의,X,높음
7/2/2023,무주(701),X,32.1,31.5,26.3,22.5,80,O,주의,X,매우높음
7/2/2023,익산(702),X,32.2,32,27,23.6,79,O,주의,X,매우높음
7/2/2023,진안(703),X,31.8,31.7,25.9,21.6,78,O,주의,X,매우높음
7/2/2023,담양(706),X,,,,,,O,주의,X,매우높음
7/2/2023,구례(709),O,33.7,33.1,26.8,23.2,84,O,주의,X,매우높음
7/2/2023,나주(710),X,32.7,31.8,25.9,21.1,86,O,주의,X,높음
7/2/2023,순천시(712),X,31.8,30.4,25.2,21.9,90,O,주의,X,매우높음
7/2/2023,광양읍(713),X,32.1,31.2,25.6,21.9,87,O,주의,X,매우높음
7/2/2023,장성(730),X,32.1,31.8,26.7,22.3,81,O,주의,X,매우높음
7/2/2023,영암(731),O,33,31.9,26.2,21.2,86,O,주의,X,높음
7/2/2023,보성(732),X,30.2,28.7,24,21.3,89,X,관심,X,높음
7/2/2023,완주(734),O,33.5,32.8,26.9,22.6,82,O,주의,X,매우높음
7/2/2023,김제(737),O,33.1,32.5,26.7,23.1,85,O,주의,X,매우높음
7/2/2023,화순(741),O,33.2,32.9,26.3,22,80,O,주의,X,매우높음
7/2/2023,함평(754),X,32.6,31.8,26.2,21.5,83,O,주의,X,높음
7/2/2023,곡성(768),O,33.5,33.3,26.9,22,81,O,주의,X,매우높음
7/2/2023,압해도(789),X,31.3,29.7,24.7,21.3,91,X,관심,X,높음
7/2/2023,영양(801),O,33.4,32.6,24.6,19.6,85,O,주의,X,매우높음
7/2/2023,성주(810),O,33.2,34,28,23.3,73,O,주의,X,매우높음
7/2/2023,고령(812),X,32.9,32.3,26.3,22.7,87,O,주의,X,매우높음
7/2/2023,청도(813),O,33.3,33.4,26.7,22,78,O,주의,X,매우높음
7/2/2023,예천(815),O,33.4,33.2,26.6,21.8,80,O,주의,X,매우높음
7/2/2023,김천(822),O,34,33.6,26.3,20.4,84,O,주의,X,매우높음
7/2/2023,군위(823),O,33.7,33.4,27.1,21.5,81,O,주의,X,매우높음
7/2/2023,칠곡(825),O,33.4,33.3,28.1,23.4,81,O,주의,X,매우높음
7/2/2023,경산(827),O,33.3,33.6,27.9,23.5,74,O,주의,X,매우높음
7/2/2023,삼척(876),X,32,32,26.7,22.2,65,X,관심,X,낮음
7/2/2023,속초(90),X,32.6,33,25.9,21.7,72,X,관심,X,낮음
7/2/2023,삼천포(907),X,29.5,27.6,23.6,21.6,90,X, ,X,매우높음
7/2/2023,고성(918),X,30.9,28.9,24.6,21.3,89,X,관심,X,매우높음
7/2/2023,창녕(919),O,33.2,32.6,26.9,22.7,82,O,주의,X,매우높음
7/2/2023,함안(920),O,33.2,32.6,25.9,21.5,83,O,주의,X,매우높음
7/2/2023,북춘천(93),X,32.3,31.7,26.5,21.8,82.3,O,경고,X,낮음
